model,mae_mean,mae_std,rmse_mean,rmse_std,r2_mean,smape_mean
xgboost,154.62631454479515,15.005313164570135,216.54907841414519,17.195228196463102,0.9531562012788589,9.794290370546982
bagging_extra_tree,156.8402902455223,19.665015519263893,218.70846459840422,23.16625117289633,0.9519886827346136,10.091779877738452
hist_gradient_boosting,157.18059766921223,16.377429646003613,219.75654205370566,19.31193734880956,0.951725240243635,9.991993925739475
