feature,model_importance_mean,permutation_importance_mae_mean,stability_fraction,combined_score,domain_sanity_passed,redundant_with,eligible_after_redundancy,selected
consumption_lag_1,0.7106058787092971,1419.9686289427007,1.0,1.0,True,,True,True
day_of_year_cos,0.048321127305361956,54.16137622867129,1.0,0.3687141849844943,True,,True,True
fourier_yearly_sin_2,0.028378207650920032,12.489619934763368,0.6666666666666666,0.23846586526412095,True,,True,True
fourier_yearly_cos_2,0.0011903245480602944,2.6358111159904336,0.6666666666666666,0.22339933223373157,True,,True,True
consumption_lag_14,0.0006491577913304575,-0.3804898004235382,0.6666666666666666,0.22252673128544095,True,,True,True
month,0.024440869428054512,-17.61872855059023,0.3333333333333333,0.12257591420395327,True,,True,True
rolling_slope_30,0.008673641905265742,11.673281821117584,0.3333333333333333,0.11792003900754389,True,,True,True
rolling_std_30,0.0006451442037008428,9.675731576457549,0.3333333333333333,0.11368508613892564,True,,True,True
day_of_year_sin,0.0008675577077398891,2.2494812613721176,0.3333333333333333,0.11204612683302308,True,,True,True
rolling_max_30,0.00016209413817654884,0.29240894677226,0.3333333333333333,0.11125578887471817,True,,True,True
rolling_slope_7,0.00026431417342372306,-0.6058827633539446,0.3333333333333333,0.11123509646940084,True,,True,True
rolling_std_7,0.00012077010984792872,0.15479898194028766,0.3333333333333333,0.11120410094183876,True,,True,True
day_over_day_change,9.204135282668346e-05,0.10925479181404023,0.3333333333333333,0.11117993340174832,True,,True,True
day_of_week_cos,2.0567153287260026e-05,-0.1224613801897552,0.3333333333333333,0.1111207588187474,True,,True,True
consumption_lag_30,0.0007799548621887473,-11.630790084578317,0.0,0.00036586378167196865,True,,True,True
is_canada_ontario_holiday,0.000199256704612293,0.2545893881852559,0.0,0.000153232075214826,True,,True,True
growth_7d,0.00031616431788731935,-5.05256385731838,0.0,0.00014830739390146977,True,,True,True
fourier_weekly_sin_1,5.003139302428409e-05,0.20975218875579835,0.0,7.270758051878676e-05,True,,True,True
day_of_week_sin,9.357773629214225e-05,-0.010246175569166868,0.0,4.389575107470795e-05,True,,True,True
fourier_weekly_cos_1,4.087030487563507e-05,-0.20888849124445796,0.0,1.917157649088104e-05,True,,True,True
rolling_max_7,0.023646558093640375,26.58276252425758,1.0,0.35066576122391463,True,consumption_lag_1,False,False
rolling_median_7,0.02827835349351786,6.095587458778148,1.0,0.34802915670929063,True,consumption_lag_1,False,False
rolling_mean_7,0.026647456175044593,6.489612611263479,1.0,0.34735662626347613,True,consumption_lag_1,False,False
rolling_min_7,0.017638610609473634,19.701736068712517,1.0,0.3462322334257979,True,consumption_lag_1,False,False
ema_7,0.018440972521849022,14.309154356540224,1.0,0.34534271576182424,True,consumption_lag_1,False,False
fourier_yearly_cos_1,0.051595313665867004,58.950434149707405,0.6666666666666666,0.26026315677347006,True,day_of_year_cos,False,False
consumption_lag_7,0.0008327185957264,2.622422498605905,0.6666666666666666,0.22322844232482722,True,consumption_lag_1,False,False
same_weekday_previous_week,0.0017591705337017484,0.9339131713290195,0.3333333333333333,0.11215554187495634,True,consumption_lag_1,False,False
ema_30,0.002009675281247915,-3.571751863247816,0.3333333333333333,0.11205381617517941,True,consumption_lag_14,False,False
fourier_yearly_sin_1,0.000979684668175662,0.8054110520035312,0.3333333333333333,0.1117597326086074,True,day_of_year_sin,False,False
rolling_mean_30,0.0007452587166591673,-2.2189844688821267,0.3333333333333333,0.11146069951118308,True,consumption_lag_14,False,False
rolling_median_30,0.00036386578059614463,-2.5593222316688298,0.3333333333333333,0.11128179446339682,True,consumption_lag_14,False,False
rolling_min_30,0.0010451820311338177,-0.3228582502325632,0.0,0.0004902774108915925,True,consumption_lag_14,False,False
fourier_weekly_sin_2,3.92614597715814e-05,-0.19073111523193806,0.0,1.8416894159339827e-05,True,,True,False
season,1.0799217899733682e-05,0.03927275194064351,0.0,1.4284892034651616e-05,True,,True,False
fourier_weekly_cos_2,2.6640553465834092e-05,-0.3784297174895073,0.0,1.2496638086840502e-05,True,,True,False
day_of_week,1.0757479056610596e-05,-0.13463564023180274,0.0,5.046153514401847e-06,True,,True,False
consumption_lag_365,9.704807327274042e-06,0.0,0.0,4.552362811343134e-06,True,,True,False
same_period_previous_year,6.083835270619848e-06,0.0,0.0,2.8538253777045253e-06,True,consumption_lag_365,False,False
is_weekend,2.3809844015440584e-06,-0.02060991970491462,0.0,1.1168799625228446e-06,True,,True,False
