outer_fold,model,trial_number,inner_cv_mean_mae,state,parameters_json
4,random_forest,2,807.224204503846,COMPLETE,"{""max_depth"": 11, ""max_features"": 0.748462328745093, ""min_samples_leaf"": 8, ""n_estimators"": 125}"
4,random_forest,3,861.2313081667426,COMPLETE,"{""max_depth"": 11, ""max_features"": 0.6059557001297833, ""min_samples_leaf"": 4, ""n_estimators"": 200}"
4,random_forest,4,821.1851205098143,COMPLETE,"{""max_depth"": 16, ""max_features"": 0.7025864321640389, ""min_samples_leaf"": 8, ""n_estimators"": 75}"
4,random_forest,5,835.9339092455177,COMPLETE,"{""max_depth"": 6, ""max_features"": 0.6744094185060974, ""min_samples_leaf"": 5, ""n_estimators"": 250}"
4,random_forest,6,743.9019902088544,COMPLETE,"{""max_depth"": 15, ""max_features"": 0.7965553122170892, ""min_samples_leaf"": 3, ""n_estimators"": 250}"
4,random_forest,7,642.3674110289442,COMPLETE,"{""max_depth"": 16, ""max_features"": 0.9667994945881786, ""min_samples_leaf"": 3, ""n_estimators"": 125}"
4,random_forest,8,703.3622266124823,COMPLETE,"{""max_depth"": 7, ""max_features"": 0.9247359882491126, ""min_samples_leaf"": 1, ""n_estimators"": 250}"
4,random_forest,9,750.972864158504,COMPLETE,"{""max_depth"": 10, ""max_features"": 0.7761443611807135, ""min_samples_leaf"": 4, ""n_estimators"": 150}"
4,random_forest,10,816.1586021923704,COMPLETE,"{""max_depth"": 4, ""max_features"": 0.9872493576147731, ""min_samples_leaf"": 2, ""n_estimators"": 75}"
4,random_forest,11,700.5233337125793,COMPLETE,"{""max_depth"": 20, ""max_features"": 0.9664187045383441, ""min_samples_leaf"": 1, ""n_estimators"": 125}"
4,random_forest,12,675.2162505825352,COMPLETE,"{""max_depth"": 20, ""max_features"": 0.9022459871870198, ""min_samples_leaf"": 2, ""n_estimators"": 125}"
4,random_forest,13,703.2846817480233,COMPLETE,"{""max_depth"": 16, ""max_features"": 0.8817821860403556, ""min_samples_leaf"": 3, ""n_estimators"": 100}"
4,random_forest,14,701.3995735959422,COMPLETE,"{""max_depth"": 18, ""max_features"": 0.8658778050146397, ""min_samples_leaf"": 3, ""n_estimators"": 125}"
4,random_forest,15,707.1655646598913,COMPLETE,"{""max_depth"": 13, ""max_features"": 0.8690074442333856, ""min_samples_leaf"": 2, ""n_estimators"": 150}"
4,random_forest,16,671.9403063559738,COMPLETE,"{""max_depth"": 18, ""max_features"": 0.930778547694314, ""min_samples_leaf"": 6, ""n_estimators"": 100}"
4,random_forest,17,967.4047099887973,COMPLETE,"{""max_depth"": 14, ""max_features"": 0.5030139348524271, ""min_samples_leaf"": 6, ""n_estimators"": 100}"
4,random_forest,18,677.7831301546454,COMPLETE,"{""max_depth"": 17, ""max_features"": 0.9482563304236552, ""min_samples_leaf"": 7, ""n_estimators"": 100}"
4,random_forest,19,729.9745977921218,COMPLETE,"{""max_depth"": 13, ""max_features"": 0.8336654374198569, ""min_samples_leaf"": 5, ""n_estimators"": 150}"
4,gradient_boosting,0,672.9576894811684,COMPLETE,"{""learning_rate"": 0.1170925825792525, ""max_depth"": 4, ""min_samples_leaf"": 6, ""n_estimators"": 225}"
4,gradient_boosting,1,4865.403621898169,COMPLETE,"{""learning_rate"": 0.012174236863670597, ""max_depth"": 3, ""min_samples_leaf"": 3, ""n_estimators"": 50}"
4,gradient_boosting,2,2506.205714662237,COMPLETE,"{""learning_rate"": 0.018047778468468174, ""max_depth"": 5, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
4,gradient_boosting,3,665.9379624243786,COMPLETE,"{""learning_rate"": 0.09171216010133489, ""max_depth"": 3, ""min_samples_leaf"": 4, ""n_estimators"": 125}"
4,gradient_boosting,4,1415.212933584457,COMPLETE,"{""learning_rate"": 0.028444581503363937, ""max_depth"": 5, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
4,gradient_boosting,5,1146.3976832378376,COMPLETE,"{""learning_rate"": 0.04969732471606366, ""max_depth"": 4, ""min_samples_leaf"": 5, ""n_estimators"": 50}"
4,gradient_boosting,6,708.6936691084022,COMPLETE,"{""learning_rate"": 0.17718493536673197, ""max_depth"": 5, ""min_samples_leaf"": 6, ""n_estimators"": 150}"
4,gradient_boosting,7,705.0638326472782,COMPLETE,"{""learning_rate"": 0.07105444481874279, ""max_depth"": 5, ""min_samples_leaf"": 2, ""n_estimators"": 250}"
4,gradient_boosting,8,4924.584737586794,COMPLETE,"{""learning_rate"": 0.011911765548521943, ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 50}"
4,gradient_boosting,9,711.7179550521711,COMPLETE,"{""learning_rate"": 0.08779766058496967, ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 50}"
4,gradient_boosting,10,723.3856927824839,COMPLETE,"{""learning_rate"": 0.03821549432944162, ""max_depth"": 2, ""min_samples_leaf"": 1, ""n_estimators"": 150}"
4,gradient_boosting,11,690.3645183004991,COMPLETE,"{""learning_rate"": 0.17136863902370453, ""max_depth"": 4, ""min_samples_leaf"": 4, ""n_estimators"": 250}"
4,gradient_boosting,12,678.8896483660952,COMPLETE,"{""learning_rate"": 0.09137465101058637, ""max_depth"": 4, ""min_samples_leaf"": 5, ""n_estimators"": 200}"
4,gradient_boosting,13,700.3905824339275,COMPLETE,"{""learning_rate"": 0.109779139349464, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 150}"
4,gradient_boosting,14,669.5113035220809,COMPLETE,"{""learning_rate"": 0.13040049139244997, ""max_depth"": 3, ""min_samples_leaf"": 5, ""n_estimators"": 200}"
4,gradient_boosting,15,673.1692983771301,COMPLETE,"{""learning_rate"": 0.05939312563189923, ""max_depth"": 3, ""min_samples_leaf"": 3, ""n_estimators"": 175}"
4,gradient_boosting,16,719.6418856844809,COMPLETE,"{""learning_rate"": 0.13746794524763242, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 100}"
4,gradient_boosting,17,668.3416792880654,COMPLETE,"{""learning_rate"": 0.193170058772233, ""max_depth"": 3, ""min_samples_leaf"": 5, ""n_estimators"": 125}"
4,gradient_boosting,18,715.5884058915636,COMPLETE,"{""learning_rate"": 0.18227682284109745, ""max_depth"": 2, ""min_samples_leaf"": 3, ""n_estimators"": 125}"
4,gradient_boosting,19,678.6943126018864,COMPLETE,"{""learning_rate"": 0.078311251549467, ""max_depth"": 3, ""min_samples_leaf"": 1, ""n_estimators"": 125}"
5,ridge,0,289.0910645062823,COMPLETE,"{""alpha"": 0.002574637265372323}"
5,ridge,1,481.8697136397677,COMPLETE,"{""alpha"": 4.226556433598341}"
5,ridge,2,315.9245841732392,COMPLETE,"{""alpha"": 0.3537033542806498}"
5,ridge,3,564.3576183791527,COMPLETE,"{""alpha"": 11.06839932063352}"
5,ridge,4,356.6819099532994,COMPLETE,"{""alpha"": 0.9271232033830168}"
5,ridge,5,290.1754378295565,COMPLETE,"{""alpha"": 0.02181345458000026}"
5,ridge,6,434.05044429285215,COMPLETE,"{""alpha"": 2.537131790496307}"
5,ridge,7,636.1501689775405,COMPLETE,"{""alpha"": 54.9635879207847}"
5,ridge,8,456.9264976296993,COMPLETE,"{""alpha"": 3.2466424120323043}"
5,ridge,9,295.41108169380595,COMPLETE,"{""alpha"": 0.09635846372350376}"
5,ridge,10,289.03410771063756,COMPLETE,"{""alpha"": 0.0014561588989317673}"
5,ridge,11,289.01647732164736,COMPLETE,"{""alpha"": 0.0011072649014981536}"
5,ridge,12,289.01193486467685,COMPLETE,"{""alpha"": 0.0010171612723510874}"
5,ridge,13,289.3378742300086,COMPLETE,"{""alpha"": 0.007254741484103101}"
5,ridge,14,289.63563760908573,COMPLETE,"{""alpha"": 0.012641604462197899}"
5,ridge,15,289.0240688570699,COMPLETE,"{""alpha"": 0.0012576556728529213}"
5,ridge,16,292.9151373246675,COMPLETE,"{""alpha"": 0.06268420984239549}"
5,ridge,17,289.1874855811355,COMPLETE,"{""alpha"": 0.004432737808927395}"
5,ridge,18,291.5306736460095,COMPLETE,"{""alpha"": 0.04284227968247817}"
5,ridge,19,289.0262453216018,COMPLETE,"{""alpha"": 0.0013007276005644252}"
5,random_forest,0,854.705972075399,COMPLETE,"{""max_depth"": 7, ""max_features"": 0.5876626229086614, ""min_samples_leaf"": 2, ""n_estimators"": 250}"
5,random_forest,1,821.2323142081789,COMPLETE,"{""max_depth"": 16, ""max_features"": 0.6291303407162755, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
5,random_forest,2,702.3838822564119,COMPLETE,"{""max_depth"": 19, ""max_features"": 0.9302492521755003, ""min_samples_leaf"": 1, ""n_estimators"": 150}"
5,random_forest,3,690.5057159505438,COMPLETE,"{""max_depth"": 9, ""max_features"": 0.9475272425428123, ""min_samples_leaf"": 2, ""n_estimators"": 100}"
5,random_forest,4,810.7328050076419,COMPLETE,"{""max_depth"": 5, ""max_features"": 0.706752976883075, ""min_samples_leaf"": 8, ""n_estimators"": 250}"
5,random_forest,5,712.027677950859,COMPLETE,"{""max_depth"": 10, ""max_features"": 0.8272920602238376, ""min_samples_leaf"": 3, ""n_estimators"": 175}"
5,random_forest,6,747.9892150306205,COMPLETE,"{""max_depth"": 5, ""max_features"": 0.8303537165772169, ""min_samples_leaf"": 5, ""n_estimators"": 225}"
5,random_forest,7,708.2298031917252,COMPLETE,"{""max_depth"": 12, ""max_features"": 0.8373493517347956, ""min_samples_leaf"": 6, ""n_estimators"": 175}"
5,random_forest,8,728.5306121411139,COMPLETE,"{""max_depth"": 15, ""max_features"": 0.7519420084778785, ""min_samples_leaf"": 5, ""n_estimators"": 150}"
5,random_forest,9,820.3288300342035,COMPLETE,"{""max_depth"": 11, ""max_features"": 0.6495844774065916, ""min_samples_leaf"": 4, ""n_estimators"": 125}"
5,random_forest,10,918.5465600513074,COMPLETE,"{""max_depth"": 20, ""max_features"": 0.5062403291476263, ""min_samples_leaf"": 1, ""n_estimators"": 75}"
5,random_forest,11,685.7028301367627,COMPLETE,"{""max_depth"": 20, ""max_features"": 0.9764252077476895, ""min_samples_leaf"": 1, ""n_estimators"": 125}"
5,random_forest,12,678.9952925278828,COMPLETE,"{""max_depth"": 16, ""max_features"": 0.9930351152169077, ""min_samples_leaf"": 2, ""n_estimators"": 100}"
5,random_forest,13,673.7822727140169,COMPLETE,"{""max_depth"": 16, ""max_features"": 0.9902454840176304, ""min_samples_leaf"": 3, ""n_estimators"": 125}"
5,random_forest,14,675.8591974137263,COMPLETE,"{""max_depth"": 15, ""max_features"": 0.9912332014840198, ""min_samples_leaf"": 3, ""n_estimators"": 100}"
5,random_forest,15,677.4528823920533,COMPLETE,"{""max_depth"": 14, ""max_features"": 0.9000956809134077, ""min_samples_leaf"": 4, ""n_estimators"": 100}"
5,random_forest,16,694.1805823855859,COMPLETE,"{""max_depth"": 18, ""max_features"": 0.8913751042902962, ""min_samples_leaf"": 3, ""n_estimators"": 125}"
5,random_forest,17,667.3582259090055,COMPLETE,"{""max_depth"": 14, ""max_features"": 0.999394424664779, ""min_samples_leaf"": 3, ""n_estimators"": 200}"
5,random_forest,18,687.6150615116056,COMPLETE,"{""max_depth"": 13, ""max_features"": 0.8838560226201604, ""min_samples_leaf"": 4, ""n_estimators"": 200}"
5,random_forest,19,674.2505332817809,COMPLETE,"{""max_depth"": 17, ""max_features"": 0.9439416417956582, ""min_samples_leaf"": 5, ""n_estimators"": 200}"
5,gradient_boosting,0,1594.8719238318386,COMPLETE,"{""learning_rate"": 0.0159488328662838, ""max_depth"": 3, ""min_samples_leaf"": 2, ""n_estimators"": 125}"
5,gradient_boosting,1,1052.0040289348303,COMPLETE,"{""learning_rate"": 0.021606518202181863, ""max_depth"": 3, ""min_samples_leaf"": 6, ""n_estimators"": 125}"
5,gradient_boosting,2,796.6028270502363,COMPLETE,"{""learning_rate"": 0.023261903246528205, ""max_depth"": 5, ""min_samples_leaf"": 8, ""n_estimators"": 150}"
5,gradient_boosting,3,663.796894121094,COMPLETE,"{""learning_rate"": 0.05311115571433224, ""max_depth"": 3, ""min_samples_leaf"": 6, ""n_estimators"": 250}"
5,gradient_boosting,4,663.7195875828905,COMPLETE,"{""learning_rate"": 0.12299297867928041, ""max_depth"": 3, ""min_samples_leaf"": 4, ""n_estimators"": 150}"
5,gradient_boosting,5,677.4860843603952,COMPLETE,"{""learning_rate"": 0.03846254428715325, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 225}"
5,gradient_boosting,6,811.6945619249952,COMPLETE,"{""learning_rate"": 0.031193957364416474, ""max_depth"": 2, ""min_samples_leaf"": 4, ""n_estimators"": 125}"
5,gradient_boosting,7,761.8581549357962,COMPLETE,"{""learning_rate"": 0.17548802133674887, ""max_depth"": 2, ""min_samples_leaf"": 2, ""n_estimators"": 175}"
5,gradient_boosting,8,655.6534819642027,COMPLETE,"{""learning_rate"": 0.026604869601701605, ""max_depth"": 3, ""min_samples_leaf"": 8, ""n_estimators"": 250}"
5,gradient_boosting,9,1814.9703534476162,COMPLETE,"{""learning_rate"": 0.01431002840469836, ""max_depth"": 4, ""min_samples_leaf"": 1, ""n_estimators"": 125}"
5,gradient_boosting,10,720.6113755585442,COMPLETE,"{""learning_rate"": 0.08560032274417294, ""max_depth"": 5, ""min_samples_leaf"": 8, ""n_estimators"": 50}"
5,gradient_boosting,11,686.0285928000059,COMPLETE,"{""learning_rate"": 0.18152256786115528, ""max_depth"": 4, ""min_samples_leaf"": 6, ""n_estimators"": 200}"
5,gradient_boosting,12,707.547242176647,COMPLETE,"{""learning_rate"": 0.08492953488005925, ""max_depth"": 4, ""min_samples_leaf"": 4, ""n_estimators"": 50}"
5,gradient_boosting,13,1159.8725898852058,COMPLETE,"{""learning_rate"": 0.01007985824329719, ""max_depth"": 3, ""min_samples_leaf"": 7, ""n_estimators"": 250}"
5,gradient_boosting,14,655.353910519073,COMPLETE,"{""learning_rate"": 0.10258325747715343, ""max_depth"": 3, ""min_samples_leaf"": 5, ""n_estimators"": 75}"
5,gradient_boosting,15,707.4636121750402,COMPLETE,"{""learning_rate"": 0.06177881428192959, ""max_depth"": 4, ""min_samples_leaf"": 5, ""n_estimators"": 75}"
5,gradient_boosting,16,858.039214560204,COMPLETE,"{""learning_rate"": 0.04811547134804796, ""max_depth"": 2, ""min_samples_leaf"": 7, ""n_estimators"": 75}"
5,gradient_boosting,17,675.5800880912577,COMPLETE,"{""learning_rate"": 0.10887852009010571, ""max_depth"": 3, ""min_samples_leaf"": 3, ""n_estimators"": 200}"
5,gradient_boosting,18,869.240537465694,COMPLETE,"{""learning_rate"": 0.031026772436534046, ""max_depth"": 4, ""min_samples_leaf"": 7, ""n_estimators"": 100}"
5,gradient_boosting,19,1558.2064069535907,COMPLETE,"{""learning_rate"": 0.010151207763529837, ""max_depth"": 3, ""min_samples_leaf"": 5, ""n_estimators"": 200}"
