Date,Consumption,consumption_lag_1,consumption_lag_7,consumption_lag_14,consumption_lag_30,consumption_lag_365,rolling_mean_7,rolling_median_7,rolling_std_7,rolling_min_7,rolling_max_7,rolling_slope_7,rolling_mean_30,rolling_median_30,rolling_std_30,rolling_min_30,rolling_max_30,rolling_slope_30,ema_7,ema_30,day_over_day_change,growth_7d,day_of_week,month,is_weekend,season,day_of_year_sin,day_of_year_cos,day_of_week_sin,day_of_week_cos,fourier_weekly_sin_1,fourier_weekly_cos_1,fourier_weekly_sin_2,fourier_weekly_cos_2,fourier_yearly_sin_1,fourier_yearly_cos_1,fourier_yearly_sin_2,fourier_yearly_cos_2,is_canada_ontario_holiday,same_weekday_previous_week,same_period_previous_year
2009-07-22,109556.6182,109618.6759,110420.2059,109982.4894,,,109868.47001428572,109737.7123,265.37232103411026,109618.6759,110420.2059,-105.11818571428533,,,,,,,109820.32138913721,,-119.03639999999723,-0.006544480426914017,2,7,0,summer,-0.3272277540070095,-0.9449454994905939,0.9749279121818236,-0.22252093395631434,-0.7818314824691025,0.6234898018573883,-0.9749279121810579,-0.22252093395966918,-0.33603208611514573,-0.9418505386212311,0.6329840026031319,0.7741648742022066,0,110420.2059,
2009-07-23,109505.1084,109556.6182,109923.9532,110118.0528,,,109745.10034285714,109737.5018,134.68070160926376,109556.6182,109923.9532,-59.71146785714346,,,,,,,109754.39559185292,,-62.05770000000484,-0.00782092093526882,3,7,0,summer,-0.343434221058743,-0.9391767329985206,0.43388373911755823,-0.900968867902419,-8.465947118528755e-13,1.0,-1.693189423705751e-12,1.0,-0.3521840111456984,-0.9359307785799794,0.6592397115100274,0.7519328445866531,0,109923.9532,
2009-07-24,109530.6607,109505.1084,109903.7392,110273.6161,,,109685.26537142857,109737.5018,135.01825173099053,109505.1084,109903.7392,-59.87448214285805,,,,,,,109692.0737938897,,-51.509799999999814,-0.0038103142018368224,4,7,0,summer,-0.3595390562254921,-0.9331300375877322,-0.433883739117558,-0.9009688679024191,0.7818314824680469,0.6234898018587122,0.9749279121818114,-0.2225209339563677,-0.3682317149813021,-0.9297340501895847,0.6847151275556455,0.7288108081638582,0,109903.7392,
2009-07-25,109528.8456,109530.6607,109737.5018,110438.7989,,,109631.96844285713,109618.6759,104.61630074849893,109505.1084,109737.7123,-45.22872142857214,,,,,,,109651.72052041726,,25.55229999999574,-0.0033945933297236104,5,7,1,summer,-0.3755374936317112,-0.9268072026461666,-0.9749279121818236,-0.2225209339563146,0.9749279121820278,-0.2225209339554197,-0.43388373911590444,-0.9009688679032155,-0.38417044865313327,-0.9232621872370006,0.7093800973906232,0.7048261327633006,0,109737.5018,
2009-07-26,109534.9851,109528.8456,109737.5018,110438.7989,,,109602.16041428572,109556.6182,99.11678597466764,109505.1084,109737.7123,-41.20140357142176,,,,,,,109621.00179031295,,-1.8150999999925261,-0.0019014119747347632,6,7,1,summer,-0.3914247988879585,-0.9202100992792468,-0.7818314824680299,0.6234898018587334,0.4338837391175976,-0.9009688679024002,-0.7818314824680844,0.6234898018586651,-0.39999549543982316,-0.9165171049292263,0.7332054269304765,0.6800072072557009,0,109737.5018,
2009-07-27,109536.0235,109534.9851,109737.7123,110438.7989,,,109573.22945714286,109534.9851,80.91255955823412,109505.1084,109737.7123,-29.064274999996275,,,,,,,109599.49761773471,,6.139500000004773,-0.001845464829052568,0,7,0,summer,-0.4071962704919323,-0.9133406797561692,0.0,1.0,-0.4338837391183061,-0.900968867902059,0.781831482469065,0.6234898018574354,-0.41570217226305795,-0.9095007993266279,0.7561629159101334,0.6543834079515498,0,109737.7123,
2009-07-28,109575.0334,109536.0235,109618.6759,110340.7991,,,109544.41677142857,109534.9851,36.05443895841737,109505.1084,109618.6759,-9.553078571425331,,,,,,,109583.62908830104,,1.0383999999903608,-0.0018379169364186167,1,7,0,summer,-0.42284724121978184,-0.9062009769321702,0.7818314824680298,0.6234898018587336,-0.9749279121813933,-0.22252093395819983,0.4338837391210429,-0.9009688679007409,-0.4312858310736174,-0.9022153467521704,0.7782253912627635,0.6279850638302783,0,109618.6759,
2009-07-29,109516.3574,109575.0334,109556.6182,110420.2059,,,109538.18212857142,109534.9851,22.17506023905643,109505.1084,109575.0334,4.3357214285791565,,,,,,,109581.48016622578,,39.00990000000456,-0.0003981301511050431,2,7,0,summer,-0.4383730795072664,-0.8987931036469494,0.9749279121818236,-0.22252093395631434,-0.7818314824686907,0.6234898018579048,-0.9749279121813519,-0.22252093395838118,-0.4467418602267847,-0.8946629031770078,0.7993667392823844,0.600843420642224,0,109556.6182,
2009-07-30,109747.1531,109516.3574,109505.1084,109923.9532,,,109532.43058571429,109530.6607,21.81462854167087,109505.1084,109575.0334,4.63108214286062,,,,,,,109565.19947466932,,-58.67600000000675,-0.0003674885247599187,3,7,0,summer,-0.45376919082036926,-0.8911192520994187,0.43388373911755823,-0.900968867902419,-1.8603489695581179e-13,1.0,-3.7206979391162357e-13,1.0,-0.46206568584698643,-0.8868457035825082,0.8195619365326098,0.572990603925508,0,109505.1084,
2009-07-31,110043.5173,109747.1531,109530.6607,109903.7392,108637.2762,,109567.0084,109534.9851,81.49145940323365,109516.3574,109747.1531,23.73389642856963,109655.01264333334,109596.85465,527.9826502993583,108633.8275,110438.7989,16.181831390431075,109610.687881002,109543.40586498973,230.7957000000024,0.0022103507638735745,4,7,0,summer,-0.46903101901494954,-0.8831816931989691,-0.433883739117558,-0.9009688679024191,0.7818314824684587,0.6234898018581957,0.9749279121815174,-0.2225209339576557,-0.47725277318151,-0.8787660612987727,0.838787079465264,0.5444595809811164,0,109530.6607,
2009-08-01,110457.8569,110043.5173,109528.8456,109737.5018,108638.8474,,109640.27362857143,109536.0235,194.94023365919713,109516.3574,110043.5173,69.5958928571464,109701.88734666667,109678.08885,495.9642630786109,108633.8275,110438.7989,11.669441023357777,109718.89523575151,109575.67111886137,296.3642000000109,0.004682310840840329,5,8,1,summer,-0.4841540476850335,-0.8749827758934449,-0.9749279121818236,-0.2225209339563146,0.9749279121818808,-0.2225209339560637,-0.4338837391170947,-0.9009688679026423,-0.49229862794226215,-0.8704263673201578,0.8570194127129623,0.5152841218523323,0,109528.8456,
2009-08-02,110464.1779,110457.8569,109534.9851,109737.5018,108633.8275,,109772.98952857142,109575.0334,356.0762553099946,109516.3574,110457.8569,141.2758107142969,109762.52099666667,109737.5018,472.14035059979676,108633.8275,110457.8569,9.215353971076153,109903.63565181363,109632.58633054774,414.33959999999206,0.00848188707651273,6,8,1,summer,-0.49913380149934533,-0.8665249264740237,-0.7818314824680299,0.6234898018587334,0.43388373911864125,-0.9009688679018975,-0.7818314824695289,0.6234898018568537,-0.507198797635957,-0.8618290895976067,0.8742373560231951,0.48549875935327913,0,109534.9851,
2009-08-03,110464.1779,110464.1779,109536.0235,109737.7123,109082.4222,,109905.73135714287,109747.1531,420.01871049288667,109516.3574,110464.1779,181.33107500000705,109823.53267666667,109737.60704999999,438.30706670393,109071.758,110464.1779,5.958079621799091,110043.77121386022,109686.23739954467,6.320999999996275,0.008483068666615355,0,8,0,summer,-0.5139658475256869,-0.8578106478572077,0.0,1.0,-0.43388373911726236,-0.9009688679025616,0.7818314824676205,0.6234898018592469,-0.521948872881535,-0.852976772308423,0.8904205298010222,0.4551387481953904,0,109536.0235,
2009-08-04,110464.2179,110464.1779,109575.0334,109618.6759,109071.758,,110038.32484285715,110043.5173,430.23360270973393,109516.3574,110464.1779,188.3492250000071,109869.5912,109742.4327,430.26933799579314,109071.758,110464.1779,4.98016787541445,110148.87288539516,109736.42710925147,0.0,0.008473508260960372,1,8,0,summer,-0.5286457965427641,-0.8488425188441413,0.7818314824680298,0.6234898018587336,-0.9749279121815403,-0.22252093395755582,0.4338837391198526,-0.9009688679013141,-0.536544488715197,-0.8438720351032779,0.9055497792310819,0.4242400232586958,0,109575.0334,
2009-08-05,110517.8262,110464.2179,109516.3574,109556.6182,109071.758,,110165.3512,110457.8569,400.9159896700269,109516.3574,110464.2179,167.79613214286056,109916.00653,109825.44615,416.10803491571914,109071.758,110464.2179,3.314171234702462,110227.70913904636,109783.3813538159,0.04000000000814907,0.008114845803916524,2,8,0,summer,-0.5431693043390854,-0.8396231933574692,0.9749279121818236,-0.22252093395631434,-0.7818314824682788,0.6234898018584213,-0.9749279121816459,-0.2225209339570932,-0.5509813258820445,-0.8345175723310231,0.9196071969496241,0.39283915705852857,0,109516.3574,
2009-08-06,110843.3334,110517.8262,109747.1531,109505.1084,109373.0604,,110308.41817142858,110464.1779,295.57016922917603,109747.1531,110517.8262,112.84791071428944,109964.20880333334,109913.8462,398.3136247021665,109373.0604,110517.8262,1.3744751279166132,110300.23840428477,109830.7648922794,53.608299999992596,0.009144467765141379,3,8,0,summer,-0.5575320729985326,-0.8301553996559674,0.43388373911755823,-0.900968867902419,4.745249179412519e-13,1.0,9.490498358825038e-13,1.0,-0.5652551121141995,-0.8249161522414042,0.9325761442400582,0.3609733164575273,0,109747.1531,
2009-08-07,110705.4238,110843.3334,110043.5173,109530.6607,109982.4894,,110465.01535714287,110464.1779,232.24535193250549,110043.5173,110843.3334,89.97953214285941,110013.21790333334,109953.2213,413.2422446565405,109505.1084,110843.3334,2.9693611790855177,110436.01215321358,109896.0918927775,325.5072000000073,0.009988234492070914,4,8,0,summer,-0.571729852172239,-0.8204419395271731,-0.433883739117558,-0.9009688679024191,0.7818314824666023,0.6234898018605235,0.9749279121828426,-0.22252093395185016,-0.5793616233952321,-0.8150706161657658,0.9444412707271005,0.3286802186736824,0,110043.5173,
2009-08-08,110431.8834,110705.4238,110457.8569,109528.8456,110118.0528,,110559.57342857143,110464.2179,153.39188705258874,110457.8569,110843.3334,55.523571428568374,110037.31571666666,109983.73525,432.03963158464484,109505.1084,110843.3334,7.223284961068281,110503.36506491018,109948.3068545338,-137.90959999999905,0.006014952231993018,5,8,1,summer,-0.5857584403363858,-0.8104856874582578,-0.9749279121818236,-0.2225209339563146,0.9749279121821386,-0.2225209339549343,-0.4338837391150073,-0.9009688679036475,-0.593296685210093,-0.8049838776762649,0.9551885325457898,0.29599808663743166,0,110457.8569,
2009-08-09,110419.1158,110431.8834,110464.1779,109534.9851,110273.6161,,110555.86292857143,110464.2179,156.54421240314377,110431.8834,110843.3334,27.311564285715875,110047.77673666667,109983.73525,437.82263951390365,109505.1084,110843.3334,10.325690389317415,110485.49464868264,109979.50534133808,-273.54039999999804,-0.00023514397915131723,6,8,1,summer,-0.5996136860355509,-0.800289589785385,-0.7818314824680299,0.6234898018587334,0.4338837391180461,-0.9009688679021841,-0.7818314824687053,0.6234898018578866,-0.6070561737804256,-0.7946589217236975,0.9648052089641332,0.2629656037501392,0,110464.1779,
