model,mae_mean,mae_std,mse_mean,mse_std,rmse_mean,rmse_std,r2_mean,r2_std
naive_lag_1,13.200866242038217,3.3328656695006402,656.4000899363057,215.91050314616015,25.329879748115655,4.300767646930329,0.08833349347762538,0.47755664156883504
ridge,14.754564916947237,4.221050641617009,567.4734092588053,255.29315125326673,23.31121788254375,5.484128245603148,0.28789888539312114,0.2324655699796183
random_forest,16.917415517706964,5.1994428784191244,646.2893682182172,308.2892810277612,24.783742417698846,6.330035544072025,0.18464826465809087,0.36036397339093074
gradient_boosting,19.309925856341142,7.0590551657173695,830.3856559641202,435.56910383681594,27.9508475640999,7.837073466270034,-0.0377219392770481,0.5060159315912952
linear_regression,30.431714020393617,24.204091916337998,1924.8207756066126,2592.9028023613555,38.19567574038798,24.132735297251052,-2.959615111529087,6.612226050731922
