feature,model_importance_mean,permutation_importance_mae_mean,stability_fraction,combined_score,domain_sanity_passed,redundant_with,eligible_after_redundancy,selected
fourier_yearly_sin_2,0.0691303834847428,0.31601265822784286,1.0,0.8292450133679122,True,,True,True
rolling_slope_7,0.06794300859942891,0.22431856540084008,1.0,0.7297327356288692,True,,True,True
consumption_lag_1,0.08298793724905196,0.09431645569619936,0.6666666666666666,0.5168762118897949,True,,True,True
day_of_year_cos,0.14083249244066146,-0.13685654008439155,0.3333333333333333,0.4423158958765776,True,,True,True
day_over_day_change,0.00995802238638782,0.02412447257383334,1.0,0.38219898836532673,True,,True,True
rolling_std_7,0.02611850621489467,0.08870886075948843,0.6666666666666666,0.37721778408834133,True,,True,True
ema_7,0.03238099886036789,0.026805907172991184,0.6666666666666666,0.32664983015180143,True,,True,True
rolling_mean_30,0.08694252680045494,0.00516877637130951,0.3333333333333333,0.3210314924530269,True,,True,True
rolling_slope_30,0.01270786897288022,0.06258649789028965,0.6666666666666666,0.3181249989600434,True,,True,True
consumption_lag_14,0.036965868813845476,0.007938818565396251,0.6666666666666666,0.3175311672146049,True,,True,True
consumption_lag_7,0.01801303520461394,0.022187763713073613,0.6666666666666666,0.2879885063592144,True,,True,True
rolling_mean_7,0.026935886635425944,-0.0029388185654031667,0.6666666666666666,0.2855690705307698,True,,True,True
growth_7d,0.010260638302861369,0.031253164556957695,0.6666666666666666,0.2793189745416758,True,,True,True
fourier_yearly_cos_2,0.009627457803314544,0.03253586497890145,0.6666666666666666,0.27918288876033615,True,,True,True
rolling_std_30,0.007578577706954481,0.0367215189873407,0.6666666666666666,0.27877947631062666,True,,True,True
fourier_yearly_sin_1,0.009536065331096782,0.006725738396622798,0.6666666666666666,0.2517431738743717,True,,True,True
day_of_week_sin,0.002844772460660026,0.0019936708860684624,0.6666666666666666,0.23101539978522437,True,,True,True
rolling_min_7,0.01139003212516991,0.04599156118143028,0.3333333333333333,0.18641014029301606,True,,True,True
rolling_median_7,0.02324750246822076,-0.003118143459917396,0.3333333333333333,0.1657837503428985,True,,True,True
consumption_lag_30,0.008081270811476448,0.02335864978902684,0.3333333333333333,0.15475529178215477,True,,True,True
fourier_yearly_cos_1,0.1417375783992051,-0.11019198312236671,0.0,0.3333333333333333,True,day_of_year_cos,False,False
ema_30,0.07843420011946285,-0.009223628691983994,0.3333333333333333,0.29556983877130455,True,rolling_mean_30,False,False
day_of_year_sin,0.01154210417206481,0.00942405063291041,0.3333333333333333,0.14819599958989507,True,fourier_yearly_sin_1,False,False
same_weekday_previous_week,0.013125190973467793,0.003122362869194243,0.3333333333333333,0.14527196243226367,True,,True,False
fourier_weekly_sin_2,0.004837226471103544,-0.01178270042194498,0.3333333333333333,0.12248712615180707,True,,True,False
day_of_week,0.0030009354706591555,-0.007902953586503496,0.3333333333333333,0.1181686030963041,True,,True,False
fourier_weekly_cos_2,0.0012121044802587398,0.0018628691983098614,0.3333333333333333,0.11592666796820793,True,,True,False
day_of_week_cos,0.0019623386407564836,-0.0023459915611831876,0.3333333333333333,0.11572606846850186,True,,True,False
month,0.024245176785106626,-0.0008945147679360351,0.0,0.057018933766973874,True,,True,False
rolling_median_30,0.008640830404895312,-0.00016455696202406504,0.0,0.020321193815795602,True,,True,False
rolling_max_7,0.00748835731467909,-0.0033586497890323603,0.0,0.017610849099331225,True,,True,False
fourier_weekly_sin_1,0.0034182634729718656,-0.014759493670890932,0.0,0.008038948954299891,True,,True,False
fourier_weekly_cos_1,0.0023493069832018773,-0.004953586497890801,0.0,0.005525015571582186,True,,True,False
rolling_min_30,0.002222300424711703,-0.007514767932490329,0.0,0.0052263261204509815,True,,True,False
rolling_max_30,0.0015332659243514964,-0.010284810126583584,0.0,0.0036058795925736314,True,,True,False
is_weekend,0.00035013003455662897,-0.008818565400847569,0.0,0.000823423208135824,True,,True,False
is_india_holiday,0.00022807695628547202,0.00012025316455617958,0.0,0.0006632274220376128,True,,True,False
season,0.00018976029975123292,-0.00014767932489358296,0.0,0.00044627144025458895,True,,True,False
